name,juridical,description,address,longitude,latitude,email,phone,link,departement,proposition
Maison Départementale de l’Autonomie du Morbihan,,,16 rue Ella Maillart (parc d’activité de Laroiseau) 56000 Vannes,-1.6790529,48.0896192,contact@mda56.fr,297627474,,,,,,,,,,
Je TED à Aller à l’École,,,Place Penvern (Maison des Associations) 56600 Lanester,-2.7890768,47.6714134,tedecole@yahoo.com,684029567,,,,,,,,,,
Antenne Asperansa Lorient,,,5 rue Jacques Brel 56100 Lorient,-3.347354,47.76349399999999,antenne_asperansa.lorient@yahoo.fr,297655994,,,,,,,,,,
"Papa, Maman et Moi contre l’Autisme",,,31 rue Guillaume Le Bartz (Maison des Associations) 56000 Vannes,-3.3863992,47.757593,pmmca56@gmail.com,789922507,,,,,,,,,,
Autisme Écoute et Partage,,Partenaire Autisme France,13 rue du 19ème dragon 56520 Guidel,-2.760847,47.658236,,"02 97 65 39 55, 06 66 13 83 43",,,,,,,,,,
Dialogue-Autisme,,,undefined,-3.4904349,47.78435750000001,dialogueautisme@orange.fr,623131583,,,,,,,,,,
Sésame Autisme Cher,,,10 rue de Sarrebourg 18000 Bourges,-104.7956055,39.9129412,"sesame.autisme.cher@wanadoo.fr,, directeur@sesame-autisme-cher.org",678036267,,,,,,,,,,
MDPH Eure-et-Loir,,,57 bis rue du Docteur-Maunoury 28000 Chartres,2.4039771,47.0800427,contact@mdph28.fr,0 800 82 83 28 (n° vert),,,,,,,,,,
Autisme 28,,Présidente Martine Vandermeersch,4 rue Antoine de St-Exupéry 28300 Lèves,1.4820632,48.4396036,,"02 37 36 35 36, 06 79 27 20 52",,,,,,,,,,
FAM La Chanterelle,,Géré par Autisme 28,4 rue Antoine de St-Exupéry 28300 Lèves,1.473056,48.4677655,chanterelle.28@wanadoo.fr,"02 37 84 13 20, 02 37 84 13 29",,,,,,,,,,
MDPH Indre,,,"4 rue Eugène Rolland (Centre Colbert, bâtiment E) BP 627 36020 Châteauroux CEDEX",1.473056,48.4677655,mdph36@mdph36.fr,"02 54 35 24 24, 02 54 35 24 29",,,,,,,,,,
Pas à pas Indre,,,Route de Velles (Blanche-de-Fontarce) 36000 Châteauroux,,,,254363328,,,,,,,,,,
Centre de Ressources Autisme Centre,,Coordonnateur : Pr. Catherine Barthélémy,2 boulevard Tonnellé (CHRU Bretonneau) 37044 Tours CEDEX 9,1.686779,46.811434,,"02 47 47 86 46, 02 18 37 05 46, 02 47 47 87 70",,,,,,,,,,
MDPH Indre-et-Loire,,,19 rue Édouard Vaillant CS 14233 37042 Tours CEDEX 1,,,info@mdph37.fr,247752666,,,,,,,,,,
Sésame Autisme 37,,,62 rue Jolivet 37000 Tours,,,apn_sa37@club-internet.fr,247329168,,,,,,,,,,
AMDR « Les Maisonnées »,,Membre de Autisme Centre et de Sésame Autisme,59 avenue de la Gare 37190 Azay-le-Rideau,0.7053883000000001,47.3904837,maisonnees.azay@wanadoo.fr,247452470,,,,,,,,,,
ARAPI,,,BP 1603 37016 Tours CEDEX 1,0.4509115,47.2641836,contact@arapi-autisme.fr,"02 47 35 92 78, 02 47 35 92 78",,,,,,,,,,
Association Vivre Autrement l’Autisme,,,Place des Droits de l’Homme (La Maison pour Tous) 37300 Joué-lès-Tours,,,,247502910,,,,,,,,,,
